epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
 1911,    15,           47.006,           46.954,         0.051637,       7.8443e-06,          0.22724,           46.954
 1911,    16,           64.733,           64.675,         0.058403,       9.1531e-06,          0.24167,           64.675
 1911,    17,           101.52,           100.94,          0.58045,         0.024367,          0.76187,           100.94
 1911,    18,           91.044,           90.988,         0.055851,          0.24958,          0.23633,           90.988
 1911,    19,           99.139,           99.067,         0.071889,         0.018155,          0.26812,           99.067
 1911,    20,           150.02,           149.97,         0.051988,          0.24128,          0.22801,           149.97
 1911,    21,           186.24,            186.1,          0.13987,          0.12123,          0.37399,            186.1
 1911,    22,           139.97,           139.88,         0.083416,         0.025674,          0.28882,           139.88
 1911,    23,           96.583,           95.039,           1.5442,       9.6857e-06,           1.2427,           95.039
 1911,    24,           163.58,           163.54,         0.039977,        4.716e-05,          0.19994,           163.54
 1911,    25,           152.81,           152.72,         0.092834,          0.27787,          0.30469,           152.72
 1911,    26,           144.25,           143.99,          0.26171,       3.6259e-06,          0.51157,           143.99
 1911,    27,           96.277,           95.733,          0.54391,       6.8288e-06,           0.7375,           95.733
 1911,    28,            56.63,           56.627,         0.003481,       1.0722e-05,            0.059,           56.627
 1912,     1,            25.36,            24.95,          0.40966,       5.9685e-06,          0.64005,            24.95
 1912,     2,           52.676,           52.604,         0.072663,       2.5863e-06,          0.26956,           52.604
 1912,     3,           182.03,            181.7,          0.32633,          0.49631,          0.57125,            181.7
 1912,     4,           154.22,           154.22,       0.00021777,       4.9374e-05,         0.014757,           154.22
 1912,     5,           91.721,           91.536,          0.18519,          0.27828,          0.43034,           91.536
 1912,     6,           245.86,           245.86,        0.0018713,          0.11581,         0.043258,           245.86
 1912,     7,           57.206,           57.203,        0.0030802,        1.094e-05,           0.0555,           57.203
 1912,     8,           140.38,           140.26,          0.12095,         0.016602,          0.34778,           140.26
 1912,     9,           31.532,           31.507,         0.024505,       1.8101e-06,          0.15654,           31.507
 1912,    10,           70.488,           70.474,         0.013692,       9.0912e-06,          0.11701,           70.474
 1912,    11,           101.29,           101.28,         0.010227,          0.02016,          0.10113,           101.28
 1912,    12,           114.42,           114.42,        0.0082759,       6.7716e-06,         0.090972,           114.42
 1912,    13,            149.1,           148.91,          0.18658,        1.073e-05,          0.43194,           148.91
 1912,    14,           167.09,           167.09,        0.0019344,          0.26213,         0.043981,           167.09
 1912,    15,           47.486,           47.298,          0.18724,       3.1371e-06,          0.43271,           47.298
 1912,    16,           152.88,           152.47,           0.4074,          0.26426,          0.63828,           152.47
 1912,    17,           89.997,           89.997,         6.25e-06,        0.0017982,           0.0025,           89.997
 1912,    18,           225.21,           225.12,         0.088555,           0.3579,          0.29758,           225.12
 1912,    19,           130.43,           130.39,         0.035374,          3.8e-06,          0.18808,           130.39
 1912,    20,           94.978,           94.726,          0.25245,       1.0595e-05,          0.50244,           94.726
 1912,    21,           50.534,           50.532,        0.0013444,       9.5363e-06,         0.036667,           50.532
 1912,    22,           79.205,           79.188,         0.016774,       3.4924e-06,          0.12951,           79.188
 1912,    23,           188.38,           188.25,          0.13313,          0.12291,          0.36487,           188.25
 1912,    24,           46.313,           46.159,          0.15455,       7.5768e-06,          0.39313,           46.159
 1912,    25,           92.202,           92.173,         0.028873,       1.1376e-05,          0.16992,           92.173
 1912,    26,           89.922,           89.813,          0.10815,       5.6089e-06,          0.32886,           89.813
 1912,    27,           29.254,            28.96,          0.29403,       2.8482e-06,          0.54225,            28.96
 1912,    28,           74.885,           74.878,        0.0073554,       9.1388e-06,         0.085764,           74.878
 1913,     1,           101.67,           101.62,         0.059393,         0.018944,          0.24371,           101.62
 1913,     2,           73.298,           73.297,        0.0011344,       8.8896e-06,         0.033681,           73.297
 1913,     3,           112.91,           112.79,          0.11318,       9.6814e-06,          0.33643,           112.79
 1913,     4,           140.28,           140.28,       9.0659e-05,         0.027199,        0.0095215,           140.28
 1913,     5,           249.21,           249.16,         0.047571,          0.32755,          0.21811,           249.16
 1913,     6,           27.515,           27.507,        0.0073853,       2.8895e-06,         0.085938,           27.507
 1913,     7,           175.18,           175.18,       0.00068825,       3.2002e-06,         0.026235,           175.18
 1913,     8,           183.93,           183.93,        0.0039062,          0.50317,           0.0625,           183.93
 1913,     9,           155.43,           155.36,         0.079542,          0.27842,          0.28203,           155.36
 1913,    10,           107.78,           107.68,           0.1038,         0.018193,          0.32219,           107.68
 1913,    11,           94.105,            93.97,          0.13534,       3.6634e-06,          0.36788,            93.97
 1913,    12,           50.486,           50.396,         0.089189,       3.2075e-06,          0.29865,           50.396
 1913,    13,           38.567,           38.565,         0.001641,       5.8543e-06,         0.040509,           38.565
 1913,    14,           119.47,           119.44,         0.026181,       9.9081e-06,          0.16181,           119.44
 1913,    15,           53.317,           53.316,        0.0011222,       1.2686e-05,           0.0335,           53.316
 1913,    16,           78.072,            78.05,         0.022755,        7.114e-06,          0.15085,            78.05
 1913,    17,           96.127,           96.085,          0.04126,          0.30083,          0.20312,           96.085
 1913,    18,           184.11,           184.09,         0.017257,          0.11513,          0.13137,           184.09
 1913,    19,           51.402,           51.402,       0.00038714,        2.894e-06,         0.019676,           51.402
 1913,    20,           242.69,           242.64,         0.051593,          0.10804,          0.22714,           242.64
 1913,    21,           184.38,           184.33,         0.046844,       4.4358e-05,          0.21644,           184.33
 1913,    22,           106.65,            106.6,         0.049793,        1.044e-05,          0.22314,            106.6
 1913,    23,           90.686,           90.619,         0.066845,       5.1598e-06,          0.25854,           90.619
 1913,    24,            156.6,           156.56,         0.040093,          0.25996,          0.20023,           156.56
 1913,    25,           33.284,           33.277,        0.0072368,       3.1723e-06,         0.085069,           33.277
 1913,    26,           48.281,            48.05,           0.2308,       1.0959e-05,          0.48042,            48.05
 1913,    27,           76.073,           75.843,           0.2296,       6.5971e-06,          0.47917,           75.843
 1913,    28,           78.733,           78.731,        0.0021326,       1.0244e-05,         0.046181,           78.731
 1914,     1,           24.319,           24.133,          0.18588,       6.0327e-06,          0.43113,           24.133
 1914,     2,            156.2,           156.15,          0.04871,         0.054672,           0.2207,           156.15
 1914,     3,           55.752,           55.668,         0.084681,       1.0089e-05,            0.291,           55.668
 1914,     4,           241.02,           240.93,         0.092893,          0.37157,          0.30478,           240.93
 1914,     5,            51.48,           51.407,         0.073633,       2.7941e-06,          0.27135,           51.407
 1914,     6,           202.18,           202.09,         0.091885,          0.48344,          0.30312,           202.09
 1914,     7,           53.829,           53.717,           0.1124,       6.8547e-06,          0.33526,           53.717
 1914,     8,           23.946,           23.896,         0.049963,        3.204e-06,          0.22352,           23.896
 1914,     9,           110.79,           110.75,         0.038743,         0.024077,          0.19683,           110.75
 1914,    10,            254.8,            254.8,       0.00098563,          0.13538,         0.031395,            254.8
 1914,    11,           50.085,           50.078,        0.0068752,       1.0519e-05,         0.082917,           50.078
 1914,    12,           94.322,           94.214,          0.10799,       1.1308e-05,          0.32861,           94.214
 1914,    13,           96.497,           96.424,         0.072788,       8.9934e-06,          0.26979,           96.424
 1914,    14,           81.109,           80.428,          0.68062,        6.988e-06,            0.825,           80.428
 1914,    15,            94.84,           94.816,         0.023767,       9.2371e-06,          0.15417,           94.816
 1914,    16,           152.77,           152.77,        0.0012543,           0.2621,         0.035417,           152.77
 1914,    17,           141.98,           141.97,         0.013174,        3.765e-06,          0.11478,           141.97
 1914,    18,           65.982,           65.867,          0.11438,       8.6352e-06,          0.33819,           65.867
 1914,    19,           79.777,           79.771,        0.0059955,       3.8025e-06,         0.077431,           79.771
 1914,    20,           123.67,           123.14,          0.53199,         0.018439,          0.72938,           123.14
 1914,    21,            186.3,           185.78,          0.52014,          0.10343,          0.72121,           185.78
 1914,    22,           166.58,           166.58,        0.0070899,       4.2826e-05,         0.084201,           166.58
 1914,    23,           84.097,           83.201,          0.89639,       5.7327e-06,          0.94678,           83.201
 1914,    24,           165.07,           164.93,          0.14353,          0.25542,          0.37886,           164.93
 1914,    25,           44.905,           44.889,         0.015887,       2.9669e-06,          0.12604,           44.889
 1914,    26,           128.96,           128.89,         0.072647,         9.98e-06,          0.26953,           128.89
 1914,    27,           93.599,           93.599,       0.00010851,          0.28591,         0.010417,           93.599
 1914,    28,           31.191,           31.032,          0.15979,       3.0867e-06,          0.39974,           31.032
 1915,     1,           221.94,           221.54,          0.40261,          0.38529,          0.63452,           221.54
 1915,     2,           51.326,           51.322,        0.0039062,       1.1152e-05,           0.0625,           51.322
 1915,     3,            181.8,           181.35,          0.45219,          0.14088,          0.67245,           181.35
 1915,     4,           30.622,           30.618,        0.0045064,       6.4209e-06,          0.06713,           30.618
 1915,     5,           79.195,           79.038,          0.15723,       1.0882e-05,          0.39653,           79.038
 1915,     6,              143,           142.58,          0.42587,         0.011747,          0.65259,           142.58
 1915,     7,           67.381,            67.24,          0.14141,       7.3402e-06,          0.37604,            67.24
 1915,     8,           157.09,           156.86,          0.23361,          0.25942,          0.48333,           156.86
 1915,     9,           79.009,           78.957,         0.051552,       1.0479e-05,          0.22705,           78.957
 1915,    10,           25.421,            25.42,       0.00061923,       2.9436e-06,         0.024884,            25.42
 1915,    11,           80.147,           80.147,       2.8965e-05,       4.0229e-06,        0.0053819,           80.147
 1915,    12,           90.309,             90.3,        0.0083266,        0.0056233,          0.09125,             90.3
 1915,    13,           82.893,           82.842,         0.050779,       1.2376e-05,          0.22534,           82.842
 1915,    14,           45.733,           45.622,          0.11088,       3.5876e-06,          0.33299,           45.622
 1915,    15,           242.92,           242.58,          0.34112,         0.090495,          0.58406,           242.58
 1915,    16,           28.401,            28.31,         0.090644,       2.3895e-06,          0.30107,            28.31
 1915,    17,           50.254,           50.134,          0.12006,       1.1254e-05,           0.3465,           50.134
 1915,    18,           101.35,           101.33,         0.020082,          0.01831,          0.14171,           101.33
 1915,    19,           161.46,           161.24,          0.21946,        4.274e-05,          0.46846,           161.24
 1915,    20,           94.432,           94.425,        0.0074694,        5.449e-06,         0.086426,           94.425
 1915,    21,           151.12,           151.08,          0.03288,          0.27333,          0.18133,           151.08
 1915,    22,           97.948,             97.7,          0.24792,       1.0691e-05,          0.49792,             97.7
 1915,    23,           48.602,           48.592,        0.0098754,       2.9915e-06,         0.099375,           48.592
 1915,    24,           34.613,           34.403,          0.20972,       6.0309e-06,          0.45795,           34.403
 1915,    25,           186.62,            186.6,         0.018564,          0.48935,          0.13625,            186.6
 1915,    26,           94.922,            94.92,        0.0024482,          0.24892,         0.049479,            94.92
 1915,    27,           67.938,           66.674,           1.2641,       6.8031e-06,           1.1243,           66.674
 1915,    28,           141.98,            141.6,          0.38223,       3.0156e-06,          0.61825,            141.6
 1916,     1,           190.17,           190.16,        0.0089066,           0.4691,         0.094375,           190.16
 1916,     2,           128.08,           127.95,          0.12571,       3.0997e-06,          0.35455,           127.95
 1916,     3,           97.744,           97.655,         0.089169,       8.3533e-06,          0.29861,           97.655
 1916,     4,           80.584,           80.584,       0.00046158,       9.8959e-06,         0.021484,           80.584
 1916,     5,           46.029,           45.968,         0.060844,       1.1786e-05,          0.24667,           45.968
 1916,     6,           50.972,           50.793,          0.17866,       3.0074e-06,          0.42269,           50.793
 1916,     7,           160.79,           160.64,          0.14966,       4.4283e-05,          0.38686,           160.64
 1916,     8,            91.51,           91.301,          0.20843,       9.3921e-06,          0.45654,           91.301
 1916,     9,           47.819,            47.75,         0.069169,       1.0837e-05,            0.263,            47.75
 1916,    10,           47.337,           47.195,          0.14243,       2.9343e-06,           0.3774,           47.195
 1916,    11,           92.931,            92.08,           0.8512,       4.9658e-06,          0.92261,            92.08
 1916,    12,           69.536,           69.432,          0.10383,       1.0533e-05,          0.32222,           69.432
 1916,    13,           84.751,           84.568,          0.18329,       3.7687e-06,          0.42812,           84.568
 1916,    14,           104.26,           104.12,          0.13924,          0.02371,          0.37316,           104.12
 1916,    15,           156.03,           155.97,          0.05684,          0.29261,          0.23841,           155.97
 1916,    16,           245.98,           245.98,        0.0073356,          0.12738,         0.085648,           245.98
 1916,    17,           222.47,           222.45,         0.021644,          0.28384,          0.14712,           222.45
 1916,    18,           96.688,           96.665,         0.022814,          0.25889,          0.15104,           96.665
 1916,    19,           144.65,           144.61,         0.039688,         0.026514,          0.19922,           144.61
 1916,    20,           29.311,           29.311,                0,       2.9692e-06,                0,           29.311
 1916,    21,           44.429,            44.38,         0.049211,        7.437e-06,          0.22184,            44.38
 1916,    22,           32.274,           32.202,         0.071173,       6.1829e-06,          0.26678,           32.202
 1916,    23,           71.772,           71.444,          0.32823,       6.2696e-06,          0.57292,           71.444
 1916,    24,           90.178,           90.164,           0.0144,         0.013318,             0.12,           90.164
 1916,    25,           25.296,           25.256,         0.039688,       3.0191e-06,          0.19922,           25.256
 1916,    26,            183.8,           183.69,           0.1153,          0.11562,          0.33955,           183.69
 1916,    27,           157.96,           157.96,       3.7211e-06,          0.27295,         0.001929,           157.96
 1916,    28,           67.753,           67.741,         0.011215,        9.217e-06,           0.1059,           67.741
 1917,     1,           95.638,           95.619,          0.01914,          0.25748,          0.13835,           95.619
 1917,     2,           156.78,           156.73,         0.051637,       3.9788e-06,          0.22724,           156.73
 1917,     3,            104.3,           104.25,         0.047852,       6.7971e-06,          0.21875,           104.25
 1917,     4,           229.31,           229.28,         0.031678,           0.3259,          0.17798,           229.28
 1917,     5,           151.08,           151.06,         0.015146,          0.27039,          0.12307,           151.06
 1917,     6,           66.512,           66.509,        0.0029718,       9.2277e-06,         0.054514,           66.509
 1917,     7,           158.03,           158.01,          0.01929,       4.1789e-05,          0.13889,           158.01
 1917,     8,           95.421,           95.297,          0.12396,        7.631e-06,          0.35208,           95.297
 1917,     9,           243.56,           243.54,         0.017181,          0.10393,          0.13108,           243.54
 1917,    10,           36.785,           36.744,         0.041495,       7.4375e-06,           0.2037,           36.744
 1917,    11,           48.198,           48.109,         0.089875,        2.564e-06,          0.29979,           48.109
 1917,    12,            109.7,           109.68,         0.020574,         0.043933,          0.14344,           109.68
 1917,    13,           141.66,           141.61,          0.04716,         0.048309,          0.21716,           141.61
 1917,    14,           31.559,           31.554,        0.0050256,       3.1005e-06,         0.070891,           31.554
 1917,    15,           28.041,           28.038,        0.0024054,       2.2577e-06,         0.049045,           28.038
 1917,    16,           35.487,           35.165,          0.32164,       6.0452e-06,          0.56713,           35.165
 1917,    17,           86.051,           85.951,          0.09965,       5.0617e-06,          0.31567,           85.951
 1917,    18,           53.445,           53.397,         0.047306,       1.3031e-05,           0.2175,           53.397
 1917,    19,           95.156,           95.124,         0.031243,       9.7771e-06,          0.17676,           95.124
 1917,    20,               96,           95.979,         0.021267,       3.7477e-06,          0.14583,           95.979
 1917,    21,           197.23,           197.09,          0.13783,          0.48642,          0.37125,           197.09
 1917,    22,           103.57,           103.57,        0.0017633,         0.021953,         0.041992,           103.57
 1917,    23,           91.766,           91.754,         0.012124,        1.177e-05,          0.11011,           91.754
 1917,    24,           47.957,           47.956,       0.00017716,       2.9522e-06,          0.01331,           47.956
 1917,    25,           187.03,           187.01,         0.013129,          0.12507,          0.11458,           187.01
 1917,    26,           49.476,               49,           0.4761,       1.1182e-05,             0.69,               49
 1917,    27,           157.86,           157.86,        0.0011816,          0.27348,         0.034375,           157.86
 1917,    28,           98.436,           98.302,           0.1347,       1.0019e-05,          0.36701,           98.302
 1918,     1,           240.86,           240.85,         0.010052,          0.12204,          0.10026,           240.85
 1918,     2,           167.25,           167.22,         0.022292,          0.24329,          0.14931,           167.22
 1918,     3,           177.38,           177.35,         0.025604,       4.4496e-05,          0.16001,           177.35
 1918,     4,           48.104,           48.028,         0.075568,       3.0987e-06,           0.2749,           48.028
 1918,     5,           108.01,           108.01,       0.00079102,           0.0413,         0.028125,           108.01
 1918,     6,           118.18,           118.18,         0.004673,       1.0134e-05,         0.068359,           118.18
 1918,     7,           70.654,           70.584,         0.070188,       7.9097e-06,          0.26493,           70.584
 1918,     8,           101.23,           101.19,          0.03722,         0.021182,          0.19293,           101.19
 1918,     9,           157.15,           157.05,         0.099784,          0.27525,          0.31589,           157.05
 1918,    10,           75.489,           75.444,         0.044421,       7.9731e-06,          0.21076,           75.444
 1918,    11,           28.219,           28.212,        0.0068005,       2.4525e-06,         0.082465,           28.212
 1918,    12,           48.026,           48.026,       0.00030141,       2.3331e-06,         0.017361,           48.026
 1918,    13,           25.888,           25.887,        0.0014041,       2.8174e-06,         0.037471,           25.887
 1918,    14,           192.79,           192.74,         0.055814,          0.49419,          0.23625,           192.74
 1918,    15,           90.633,           90.454,          0.17984,       5.2748e-06,          0.42407,           90.454
 1918,    16,           96.551,           96.544,        0.0074976,          0.28236,         0.086589,           96.544
 1918,    17,           34.832,           34.787,         0.044535,       7.4377e-06,          0.21103,           34.787
 1918,    18,           50.795,           50.791,           0.0036,       1.0963e-05,             0.06,           50.791
 1918,    19,           80.937,           80.167,          0.76928,       7.1707e-06,          0.87708,           80.167
 1918,    20,           87.487,           87.458,         0.028132,       1.0721e-05,          0.16772,           87.458
 1918,    21,           28.491,           28.381,          0.10996,       6.3938e-06,           0.3316,           28.381
 1918,    22,           216.66,           216.54,          0.11439,          0.34877,          0.33822,           216.54
 1918,    23,           53.137,           53.133,        0.0046922,       1.1774e-05,           0.0685,           53.133
 1918,    24,           81.853,           81.853,       6.1035e-05,       3.7625e-06,        0.0078125,           81.853
 1918,    25,           95.442,           95.131,          0.31096,       9.9613e-06,          0.55764,           95.131
 1918,    26,           142.03,           142.03,        0.0021404,         0.016568,         0.046265,           142.03
 1918,    27,           129.16,           129.09,         0.072517,       3.2976e-06,          0.26929,           129.09
 1918,    28,           182.22,           182.22,         0.006611,          0.10755,         0.081308,           182.22
 1919,     1,           191.09,           191.06,         0.033079,          0.53144,          0.18188,           191.06
 1919,     2,           24.838,           24.666,          0.17265,       5.8951e-06,          0.41551,           24.666
 1919,     3,           241.09,           241.09,         0.005924,         0.095819,         0.076968,           241.09
 1919,     4,           28.844,           28.844,       4.8225e-05,       2.5983e-06,        0.0069444,           28.844
 1919,     5,           140.92,            140.9,         0.016648,         0.018062,          0.12903,            140.9
 1919,     6,           138.04,           138.03,        0.0062551,       3.4446e-06,          0.07909,           138.03
 1919,     7,           105.05,           104.73,           0.3219,       1.0095e-05,          0.56736,           104.73
 1919,     8,           105.42,           105.18,          0.23522,         0.012018,            0.485,           105.18
 1919,     9,           239.44,           239.44,       0.00015883,          0.35166,         0.012603,           239.44
 1919,    10,           78.227,            78.19,         0.036936,       3.2917e-06,          0.19219,            78.19
 1919,    11,           56.592,            56.36,          0.23281,       1.0754e-05,           0.4825,            56.36
 1919,    12,           99.847,           98.825,           1.0223,       6.8797e-06,           1.0111,           98.825
 1919,    13,           89.839,           89.828,         0.010665,       1.0703e-05,          0.10327,           89.828
 1919,    14,            48.29,           48.088,          0.20175,       1.1303e-05,          0.44917,           48.088
 1919,    15,           155.45,           155.45,       1.0596e-05,          0.27021,        0.0032552,           155.45
 1919,    16,           184.16,           184.16,       0.00028165,          0.12549,         0.016782,           184.16
 1919,    17,           90.376,           90.142,          0.23391,       5.1663e-06,          0.48364,           90.142
 1919,    18,           69.187,           69.066,          0.12129,       8.7696e-06,          0.34826,           69.066
 1919,    19,            74.54,           74.005,          0.53574,        8.902e-06,          0.73194,           74.005
 1919,    20,           78.105,           77.287,          0.81775,       9.8588e-06,           0.9043,           77.287
 1919,    21,            151.9,           151.81,         0.094547,          0.27096,          0.30748,           151.81
 1919,    22,           103.29,           103.19,         0.093165,         0.018428,          0.30523,           103.19
 1919,    23,           37.124,            37.11,         0.013665,       6.7842e-06,           0.1169,            37.11
 1919,    24,           44.959,           44.871,         0.088823,        2.646e-06,          0.29803,           44.871
 1919,    25,            173.8,           173.68,          0.11422,       4.6561e-05,          0.33796,           173.68
 1919,    26,           28.572,           28.506,         0.066542,       3.1974e-06,          0.25796,           28.506
 1919,    27,           49.431,           49.378,         0.053573,       3.0049e-06,          0.23146,           49.378
 1919,    28,           95.025,           94.941,         0.083934,          0.26912,          0.28971,           94.941
 1920,     1,            182.9,           182.82,         0.083641,          0.12237,          0.28921,           182.82
 1920,     2,           115.21,           113.81,           1.3974,       1.0384e-05,           1.1821,           113.81
 1920,     3,           102.79,           102.62,          0.17046,          0.01966,          0.41287,           102.62
 1920,     4,           45.819,           45.728,         0.091394,       2.5468e-06,          0.30231,           45.728
 1920,     5,           227.93,            227.9,         0.035446,          0.35415,          0.18827,            227.9
 1920,     6,           241.35,           241.34,         0.009312,          0.10532,         0.096499,           241.34
 1920,     7,           165.03,           165.01,         0.028295,          0.25915,          0.16821,           165.01
 1920,     8,            32.38,           32.376,        0.0031511,       6.4793e-06,         0.056134,           32.376
 1920,     9,           100.56,           100.54,         0.018735,         0.031745,          0.13688,           100.54
 1920,    10,           93.019,           93.018,        0.0013292,          0.24754,         0.036458,           93.018
 1920,    11,           47.798,           47.707,         0.091443,       2.8959e-06,           0.3024,           47.707
 1920,    12,           68.573,           68.354,          0.21908,       6.8068e-06,          0.46806,           68.354
 1920,    13,           158.33,           158.14,          0.19702,       3.4367e-06,          0.44387,           158.14
 1920,    14,           89.497,           89.491,        0.0062571,       4.9731e-06,         0.079102,           89.491
 1920,    15,           184.55,           183.87,          0.68063,          0.47388,            0.825,           183.87
 1920,    16,           33.289,           32.892,          0.39734,       2.7309e-06,          0.63035,           32.892
 1920,    17,           25.515,           25.479,         0.036085,       2.8422e-06,          0.18996,           25.479
 1920,    18,           52.262,           52.187,          0.07535,       1.1257e-05,           0.2745,           52.187
 1920,    19,           173.76,           173.75,         0.010256,       3.5541e-05,          0.10127,           173.75
 1920,    20,           97.558,           97.088,           0.4698,       7.0719e-06,          0.68542,           97.088
 1920,    21,           140.08,           139.98,          0.10127,         0.019169,          0.31824,           139.98
 1920,    22,           86.216,           86.069,          0.14786,       1.1206e-05,          0.38452,           86.069
 1920,    23,            71.97,            71.97,       2.7127e-05,       8.8168e-06,        0.0052083,            71.97
 1920,    24,           40.998,           40.873,          0.12489,       7.8413e-06,           0.3534,           40.873
 1920,    25,           89.898,           89.726,          0.17188,        3.843e-06,          0.41458,           89.726
 1920,    26,           160.45,           160.34,          0.11102,          0.26016,           0.3332,           160.34
 1920,    27,           80.353,           80.334,         0.019002,       8.1131e-06,          0.13785,           80.334
 1920,    28,           48.653,           48.613,         0.039336,       1.1668e-05,          0.19833,           48.613
 1921,     1,           22.771,            22.77,       0.00096754,       2.8762e-06,         0.031105,            22.77
 1921,     2,           95.487,           95.086,          0.40111,       6.9393e-06,          0.63333,           95.086
 1921,     3,           73.835,           73.828,        0.0076562,       7.8672e-06,           0.0875,           73.828
 1921,     4,           50.647,           50.501,          0.14631,       9.8604e-06,           0.3825,           50.501
 1921,     5,            219.9,           219.81,         0.083724,          0.34892,          0.28935,           219.81
 1921,     6,           152.59,           152.53,         0.066266,           0.2595,          0.25742,           152.53
 1921,     7,           192.01,           191.99,         0.011289,           0.4984,          0.10625,           191.99
 1921,     8,           182.55,           181.86,          0.68531,          0.11098,          0.82784,           181.86
 1921,     9,           77.812,           77.788,         0.024523,       3.7266e-06,           0.1566,           77.788
 1921,    10,           98.879,           98.664,          0.21506,         0.016533,          0.46375,           98.664
 1921,    11,           70.223,            70.08,          0.14245,       9.6074e-06,          0.37743,            70.08
 1921,    12,           149.56,           149.47,         0.093129,           0.2531,          0.30517,           149.47
 1921,    13,           27.888,           27.794,         0.093718,       6.0857e-06,          0.30613,           27.794
 1921,    14,           143.35,           143.34,          0.00805,         0.029056,         0.089722,           143.34
 1921,    15,           92.242,           92.242,       0.00010851,          0.29367,         0.010417,           92.242
 1921,    16,           168.84,           168.74,          0.10112,       4.5501e-05,            0.318,           168.74
 1921,    17,           131.96,           131.89,         0.067716,       3.0335e-06,          0.26022,           131.89
 1921,    18,           47.075,           47.057,         0.017963,       2.5856e-06,          0.13403,           47.057
 1921,    19,           50.353,           50.285,         0.067546,        2.984e-06,           0.2599,           50.285
 1921,    20,           40.731,           40.707,         0.023696,         7.79e-06,          0.15394,           40.707
 1921,    21,           102.91,           102.91,        0.0010456,         0.019526,         0.032335,           102.91
 1921,    22,           91.044,           90.717,          0.32665,       1.2045e-05,          0.57153,           90.717
 1921,    23,           47.871,            47.65,          0.22129,       9.6874e-06,          0.47042,            47.65
 1921,    24,           84.361,           83.195,           1.1666,       9.5397e-06,           1.0801,           83.195
 1921,    25,           29.129,           29.125,        0.0036397,       3.5416e-06,          0.06033,           29.125
 1921,    26,           83.741,           83.678,         0.063603,       5.1711e-06,           0.2522,           83.678
 1921,    27,           268.81,           268.77,         0.040035,         0.088254,          0.20009,           268.77
 1921,    28,           101.04,           100.93,          0.10973,        7.762e-06,          0.33125,           100.93
 1922,     1,           89.777,           89.613,          0.16419,       3.9989e-06,          0.40521,           89.613
 1922,     2,           79.332,           79.248,         0.084665,        9.581e-06,          0.29097,           79.248
 1922,     3,           55.598,           55.289,          0.30941,        2.698e-06,          0.55625,           55.289
 1922,     4,           140.87,           139.97,          0.90147,       3.5691e-06,          0.94946,           139.97
 1922,     5,           100.22,           99.677,          0.53778,       8.8992e-06,          0.73333,           99.677
 1922,     6,           99.581,           99.441,          0.14071,         0.019522,          0.37511,           99.441
 1922,     7,           91.368,           91.322,         0.045689,         0.066576,          0.21375,           91.322
 1922,     8,           22.868,           22.841,         0.027393,       5.8006e-06,          0.16551,           22.841
 1922,     9,           73.167,           73.096,         0.070557,       9.4091e-06,          0.26562,           73.096
 1922,    10,           153.54,           153.53,        0.0092284,          0.24952,         0.096065,           153.53
 1922,    11,           158.77,           158.76,       0.00085407,        4.516e-05,         0.029225,           158.76
 1922,    12,            23.77,           23.769,       0.00040441,       2.9607e-06,          0.02011,           23.769
 1922,    13,           67.453,           67.432,         0.020864,       8.9714e-06,          0.14444,           67.432
 1922,    14,           87.735,           87.523,          0.21246,       6.2499e-06,          0.46094,           87.523
 1922,    15,           185.04,           184.61,          0.42739,          0.48683,          0.65375,           184.61
 1922,    16,           84.521,           84.237,          0.28431,       1.0805e-05,           0.5332,           84.237
 1922,    17,           38.133,           38.087,         0.045682,       7.1735e-06,          0.21373,           38.087
 1922,    18,           29.299,           29.134,          0.16539,       3.0392e-06,          0.40668,           29.134
 1922,    19,           57.641,           57.379,          0.26266,        1.213e-05,           0.5125,           57.379
 1922,    20,           98.818,           98.818,       1.0596e-05,          0.30459,        0.0032552,           98.818
 1922,    21,           231.01,           230.99,         0.019362,          0.37466,          0.13915,           230.99
 1922,    22,           52.827,           52.803,         0.024414,       1.0664e-05,          0.15625,           52.803
 1922,    23,           153.47,           153.45,         0.011096,          0.26881,          0.10534,           153.45
 1922,    24,           50.221,           50.149,         0.071612,       3.0315e-06,           0.2676,           50.149
 1922,    25,           140.56,           140.52,         0.039494,         0.021937,          0.19873,           140.52
 1922,    26,           183.96,           183.93,         0.031154,          0.12356,           0.1765,           183.93
 1922,    27,           241.97,           241.96,        0.0039789,          0.10162,         0.063079,           241.96
 1922,    28,           104.98,            104.7,          0.27635,       6.2403e-06,          0.52569,            104.7
 1923,     1,           96.642,           96.571,         0.070557,         0.026063,          0.26562,           96.571
 1923,     2,           181.92,           181.92,       0.00058375,          0.11455,         0.024161,           181.92
 1923,     3,           171.69,           171.62,         0.066617,       4.5163e-05,           0.2581,           171.62
 1923,     4,           86.276,           85.945,          0.33085,       1.1185e-05,           0.5752,           85.945
 1923,     5,            49.28,            49.28,       3.7771e-05,       3.2766e-06,        0.0061458,            49.28
 1923,     6,           157.02,           156.95,         0.064998,          0.27736,          0.25495,           156.95
 1923,     7,              102,           101.98,         0.012249,         0.028687,          0.11068,           101.98
 1923,     8,           135.26,           135.02,          0.24102,       2.9996e-06,          0.49093,           135.02
 1923,     9,           76.677,           76.677,       0.00077161,       7.7154e-06,         0.027778,           76.677
